ccode,team,year,season,n_ath,gold,silver,bronze,total,cw_name,mrgdppc,sd_mrgdppc,pwtrgdp,sd_pwtrgdp,pwtpop,sd_pwtpop,euds,aeuds,polity2,v2x_polyarchy
700,Afghanistan,1936,Summer,15,0,0,0,0,Afghanistan,1743.5856190104616,494.42618377166866,14132.182362259151,7404.588837384937,7.207185710028823,0.9950657537812462,-0.42133981202453474,-1.2290693686252996,-8,0.088
700,Afghanistan,1948,Summer,25,0,0,0,0,Afghanistan,1795.5933003745683,345.5550955405189,16094.036844541013,7268.262575250152,8.036364502145583,0.74273704827323,-0.7361397268130486,-1.5438692834138132,-10,0.092
700,Afghanistan,1956,Summer,12,0,0,0,0,Afghanistan,1787.2511406632516,276.933938627368,17645.237456269817,7773.91368965614,8.74141375413402,0.6304855064515036,-0.733075401754401,-1.5408049583551657,-10,0.083
700,Afghanistan,1960,Summer,12,0,0,0,0,Afghanistan,1835.596957386837,294.3145680180139,19325.18000659024,8348.094580223707,9.227396407917565,0.650173586079143,-0.6829128500791307,-1.4906424066798953,-10,0.082
700,Afghanistan,1964,Summer,8,0,0,0,0,Afghanistan,1869.8253667041745,298.34784119942907,21408.79637842403,9315.956193930875,10.096144576374357,0.6983585262533247,-0.3306732284714447,-1.1384027850722094,-7,0.139
700,Afghanistan,1968,Summer,5,0,0,0,0,Afghanistan,1888.5323096054483,303.52950777527445,24053.198696709856,10270.909634717247,11.152870853647796,0.7929148783169024,-0.18607895128191246,-0.9938085078826772,-7,0.166
700,Afghanistan,1972,Summer,8,0,0,0,0,Afghanistan,1630.9228372216862,257.84308674066125,23089.657168614485,9877.848292128674,12.377369095286365,0.8739442216564478,-0.14299024760869591,-0.9507198042094607,-7,0.157
700,Afghanistan,1980,Summer,11,0,0,0,0,Afghanistan,1697.6103332239804,265.2714696489051,26630.114318450258,11830.199123551409,13.966534097998208,0.9721846797578606,-0.5160121149192253,-1.32374167151999,NA,0.084
700,Afghanistan,1988,Summer,5,0,0,0,0,Afghanistan,1691.1816951153073,265.7288186367535,23785.268428876236,10093.060951002515,12.614689653904144,0.9106697657770079,-0.3067719695900502,-1.1145015261908149,NA,0.092
700,Afghanistan,1996,Summer,2,0,0,0,0,Afghanistan,796.2938984215881,123.79714279740665,17261.68511476338,7457.770234494144,19.272006767508024,1.3581829154130112,-0.5463218509894632,-1.354051407590228,-7,0.076
700,Afghanistan,2004,Summer,5,0,0,0,0,Afghanistan,1014.7097551158251,160.86622319309524,28941.57095077135,12476.454437481108,25.466703036075664,1.7966201882349428,0.004074700774288614,-0.8036548558264761,NA,0.238
700,Afghanistan,2008,Summer,4,0,0,1,1,Afghanistan,1345.8644286545255,206.73970666690144,42894.83049416048,18593.916845674998,28.233523728748676,1.995154702298176,0.2569716627998969,-0.5507578938008678,NA,0.379
700,Afghanistan,2012,Summer,6,0,0,1,1,Afghanistan,1776.586650953169,289.79750698142726,62577.53729725227,27553.426766280234,31.423973486473965,2.2542652128279683,0.1491067656771964,-0.6586227909235683,NA,0.362
700,Afghanistan,2016,Summer,3,0,0,0,0,Afghanistan,1734.0388924713586,272.1279956293444,67141.5953910259,28682.696463266682,34.45236607248176,2.4470130887579407,0.3124614098876723,-0.49526814671309244,-1,0.34
339,Albania,1972,Summer,5,0,0,0,0,Albania,3403.9587705721433,530.2378376693846,8676.231633127958,3634.542207785115,2.241848599596413,0.15206119817050187,-0.4669842819002678,-1.2747138385010326,-9,0.174
339,Albania,1992,Summer,7,0,0,0,0,Albania,3143.762369779977,485.02797843533193,11180.284777082616,4614.881262109324,3.1999119471346913,0.21849093085604862,1.012571141739029,0.20484158513826434,5,0.421
339,Albania,1996,Summer,7,0,0,0,0,Albania,4073.017713535868,627.8918691663611,14948.629293327835,6528.270235627753,3.235141068632871,0.21907987938603046,0.6604490639491427,-0.14728049265162202,0,0.386
339,Albania,2000,Summer,4,0,0,0,0,Albania,4996.244976914778,762.0228114843109,18046.336118033443,7625.211689087623,3.2051643192201267,0.22161878575763544,0.996483851468043,0.18875429486727824,5,0.409
339,Albania,2004,Summer,7,0,0,0,0,Albania,6502.451636547768,1039.0352408495003,22777.17317776348,10238.719769589168,3.0838769619071704,0.21935438881557404,1.2031775627880819,0.3954480061873171,7,0.486
339,Albania,2006,Winter,1,0,0,0,0,Albania,7408.374187180473,1111.1058463839854,25371.898254472173,11161.406831106557,3.040572069383424,0.20832515397012125,1.2852323361818978,0.4775027795811331,9,0.553
339,Albania,2008,Summer,11,0,0,0,0,Albania,8458.637745284448,1348.1115076901335,28465.193952161502,12445.08250951495,2.9985890190039157,0.2097767370579296,1.307162092987518,0.49943253638675333,9,0.552
339,Albania,2010,Winter,1,0,0,0,0,Albania,9165.762072890166,1407.816374566083,31423.78039880441,13284.974584939713,2.9807617899867624,0.20540080954543743,1.239949789488107,0.43222023288734235,9,0.55
339,Albania,2012,Summer,9,0,0,0,0,Albania,9585.631538034237,1517.1878719855986,31839.83688397946,13340.40724722276,2.9651439337142285,0.20147859110442295,1.2180563195829444,0.4103267629821796,9,0.547
339,Albania,2014,Winter,1,0,0,0,0,Albania,9944.83954268317,1564.791409904229,33410.7575150053,14361.967791631216,2.9490252716682837,0.20423827910476228,1.2456489769399879,0.43791942033922315,9,0.527
339,Albania,2016,Summer,6,0,0,0,0,Albania,10297.578896253883,1587.2706491005467,34997.61233271814,15179.84465079063,2.935869458054916,0.20431054441712337,1.2570093910363689,0.44927983443560415,9,0.523
615,Algeria,1964,Summer,1,0,0,0,0,Algeria,3466.6703971713537,548.733677582534,47480.08240025419,19063.26201794755,12.072614276024458,0.8229644323999837,-0.3655492924995948,-1.1732788491003596,-8,0.187
615,Algeria,1968,Summer,3,0,0,0,0,Algeria,4061.6514110384505,637.9811909160655,61625.10799956446,26248.39649767325,13.538136649016268,0.9436324883396615,-0.6666184429792896,-1.4743479995800544,-9,0.085
615,Algeria,1972,Summer,5,0,0,0,0,Algeria,5469.154286792507,836.2304350958206,93479.02152160721,40079.49575198106,15.138227560236244,1.0469789932532374,-0.5531695715818361,-1.3608991281826008,-9,0.085
615,Algeria,1980,Summer,54,0,0,0,0,Algeria,8445.590165032525,1304.3096644909176,185367.88399748097,80737.43308686621,19.242303477189818,1.3263728656419518,-0.4063042973256313,-1.214033853926396,-9,0.196
615,Algeria,1984,Summer,33,0,0,2,2,Algeria,9110.809112824998,1460.4631497794032,226916.39254274202,99419.88329903189,21.853803196810638,1.4852596179405564,-0.4103617146756592,-1.2180912712764238,-9,0.207
615,Algeria,1988,Summer,42,0,0,0,0,Algeria,7964.894197015396,1225.6484718916922,217840.6694042293,90955.9961022888,24.495772188954675,1.7092742882134977,-0.304010998610859,-1.1117405552116237,-9,0.206
615,Algeria,1992,Summer,35,1,0,1,2,Algeria,7125.5102687101635,1078.4142824376963,223047.60805427333,97187.49970345602,27.065769339663056,1.8637707700372952,-0.30214702895454154,-1.1098765855553063,-7,0.188
615,Algeria,1996,Summer,45,2,0,1,3,Algeria,7036.2675035678885,1117.046641543247,230967.78002773397,98564.04559244023,29.26458721378773,2.0128398209363207,0.1970476158547062,-0.6106819407460585,-3,0.336
615,Algeria,2000,Summer,47,1,1,3,5,Algeria,7848.902317568567,1229.9446646301212,273038.5757904359,118072.2518645872,31.098385392835215,2.1450019870319665,0.3140369609643912,-0.4936925956363735,-3,0.323
615,Algeria,2004,Summer,61,0,0,0,0,Algeria,9383.587134944943,1496.538870971975,353938.27063561056,151508.5837634739,32.78009670872397,2.237418064089307,0.396204972853412,-0.41152458374735273,2,0.333
615,Algeria,2006,Winter,2,0,0,0,0,Algeria,10176.091536308995,1608.4454687231887,388833.5837942544,164389.1483945473,33.840062440486136,2.386519103213784,0.35629144595377016,-0.4514381106469946,2,0.333
615,Algeria,2008,Summer,56,0,1,1,2,Algeria,10591.588556582974,1641.5487318958512,414752.16941966134,180121.8348048429,34.94482662159519,2.4273789709600955,0.3917469689368218,-0.4159825876639429,2,0.329
615,Algeria,2010,Winter,1,0,0,0,0,Algeria,11061.930488359429,1747.055825694288,458812.01198544033,200385.0711615986,36.300078218726334,2.6141034508412786,0.38031465334892506,-0.4274149032518397,2,0.322
615,Algeria,2012,Summer,38,1,0,0,1,Algeria,11391.597471054485,1816.1182080009037,483628.3695471658,201930.36945698687,37.74116928728731,2.6433508261630387,0.42065044445645766,-0.38707911214430707,2,0.327
615,Algeria,2016,Summer,64,0,2,0,2,Algeria,11242.288183308967,1755.5429865374315,508560.58455350244,218196.87932201647,40.3156891002175,2.812221187159206,0.4214870613989605,-0.3862424952018042,2,0.303
232,Andorra,1976,Winter,5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,Andorra,1980,Winter,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,Andorra,1984,Summer,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,Andorra,1984,Winter,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,Andorra,1988,Winter,4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,Andorra,1992,Summer,8,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,Andorra,1994,Winter,6,0,0,0,0,Andorra,37617.11758903256,38515.38946513187,2649.771807594029,3060.46613073633,0.06283301429322628,0.004647850542917644,1.3469786077669266,0.5392490511661618,NA,NA
232,Andorra,1996,Summer,8,0,0,0,0,Andorra,40440.28843741202,42510.37265439857,2896.707909261642,3325.7631531713055,0.06417100727667982,0.004718544503602965,1.6519621899645305,0.8442326333637657,NA,NA
232,Andorra,1998,Winter,3,0,0,0,0,Andorra,43373.912916307076,45880.485259691726,3146.107669370543,3724.170052878458,0.06479899577908783,0.004730381683005506,1.6243584677243788,0.816628911123614,NA,NA
232,Andorra,2000,Summer,5,0,0,0,0,Andorra,46759.63799826547,49931.97697966143,3475.107353872543,4094.2474538900824,0.06699353313652953,0.004750202990620294,1.707147973631635,0.8994184170308703,NA,NA
232,Andorra,2002,Winter,3,0,0,0,0,Andorra,50062.16110193483,52540.76224994629,3931.0113967397447,4394.839985239737,0.0712119377023811,0.005106614267987416,2.0146690057465615,1.2069394491457968,NA,NA
232,Andorra,2004,Summer,6,0,0,0,0,Andorra,52784.20607717952,55015.00985533807,4592.179360599345,5487.23224179736,0.07635777832960296,0.005514284504470092,2.0146690057465615,1.2069394491457968,NA,NA
